URL,Paragraph,Dominant_Topic
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"Baguio, Eastern Samar, and Surigao del Norte receive the highest rainfall in the country, with the summer capital itself taking in as much as 4,064 millimeters (160 inches) of rain annually, according to data supplied by Program Boondock, a collaboration of Cordillera universities undertaking climate-related projects financed by the Department of Science and Technology.","community, province, cisco, partnership, sustainable, local, government, smart, science, commitment"
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"The Mt. Santo Tomas Rain Basin, which was constructed by American engineers in the early years of the 20th century, is Baguio’s largest rain collection facility with a 700,000 cubic-meter capacity. But the reservoir water had been preserved this year to be used during El Niño.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"The fees to cover water consumption by tourists and nonresidents are meant to be their contribution to sustaining Baguio’s water resources, Royeca stressed.","baguio, city, land, need, stress, resource, project, philippines, issue, tourist"
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"According to him, the preservation of Baguio’s remaining watersheds in its forested areas is also crucial. Government foresters have estimated that Baguio still has 2.5 million trees, mostly in the city’s remaining protected forests.","city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"MOUNTAIN FLOODING | Typhoon Lando (international name: Koppu) in 2015 dumped more than 40 inches of rain, flooding Burnham Park in Baguio City. (File photo by EV ESPIRITU / Inquirer Northern L","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"Parts of Baguio rely on rationed water on certain days of the week because highly populated neighborhoods like Quirino Hill and Quezon Hill do not have their own underground water sources, unlike other sections of the city, Royeca explained.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"But the annual influx of tourists between December and May generates “artificial demand” of roughly 20 percent more than the available supply, Royeca said.Recharging","city, baguio, smart, center, command, say, project, quality, public, government"
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"Baguio has a population of 366,358 (as of the 2020 census), but an urban carrying capacity report commissioned by the National Economic and Development Authority in 2019 said the city’s “daytime” population could rise to as high as 700,000 due to tourists, out-of-town vendors or entrepreneurs, and students residing in neighboring towns in Benguet and the Ilocos region.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"Certeza Infosys, which conducted the carrying capacity report, said “the population threshold” of Baguio’s water supply is 267,546 consumers, indicating it has already been breached.Program Boondock has been testing an artificial rainwater recharging system at Baguio’s Burnham Park and in the strawberry fields of La Trinidad town in Benguet.","city, baguio, smart, center, command, say, project, quality, public, government"
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"But the BWD has used the same reengineering principle in some of Baguio’s watersheds by constructing ditches to direct rainwater directly to natural aquifer recharge areas in the forests, Royeca said.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"Major companies have offered to put up bulk water projects for Baguio but the cost may be prohibitive, Royeca noted.","baguio, city, land, need, stress, resource, project, philippines, issue, tourist"
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"A Manila-based distributor offered to supply Baguio with 20,000 cu. m. of daily water for three years, but it would require consumers to pay an additional P99 for each cubic meter of water they consume, he said.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.pna.gov.ph/articles/1183467,"This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command or malformed data.","news, publication, word, online, city, action, trigger, security, datum, command"
https://mb.com.ph/2022/09/24/netizen-marites-faces-raps-for-allegedly-spreading-fake-news-about-baguio-city-kidnapping,"Police Brig. Gen. Joel Doria, director of the PNP Anti-Cybercrime Group (ACG), said they filed the case against Pineda before the Office of the Prosecutor in Baguio City on Sept. 23.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://mb.com.ph/2022/09/24/netizen-marites-faces-raps-for-allegedly-spreading-fake-news-about-baguio-city-kidnapping,"It all started when Pineda, using one of her two Facebook accounts, posted on Aug. 19 this year that there was a kidnapping that occurred in Barangay Trancoville in Baguio City involving a green van with license plate XMM 507 and white van with license plate VXM 351.","security, end, center, cisco, license, ensure, technology, baguio, command, hotel"
https://mb.com.ph/2022/09/24/netizen-marites-faces-raps-for-allegedly-spreading-fake-news-about-baguio-city-kidnapping,"Police Lt. Col. Ma Theresa Guinto-Pucay, chief of the ACG unit in Cordillera Administrative Region, said they were able to identify Pineda through matching with her real Facebook account.","waste, 2023, baguio, command, center, city, magalong, cctv, say, december"
